water_level,temperature,ldr,pH,humidity ,label
3,27,744,4,64,40
13,21,753,6,69,5
6,29,113,5,7,20
14,29,273,4,36,20
15,12,417,6,57,4
2,21,224,7,7,45
7,13,538,7,33,27
9,33,720,4,40,34
4,8,426,7,88,45
8,15,116,7,23,27
3,6,789,5,55,46
1,18,596,7,32,45
3,20,760,5,80,46
9,22,377,5,57,26
1,5,401,6,9,13
4,20,468,7,60,45
14,9,884,4,8,28
14,23,381,8,42,27
13,36,539,8,68,33
10,27,649,8,34,21
1,28,161,4,18,38
8,8,24,7,2,27
4,24,667,4,25,36
4,34,258,8,56,51
12,34,694,8,83,31
4,13,637,8,12,45
13,24,710,7,23,23
3,14,743,8,57,47
4,32,303,4,82,38
5,10,207,6,7,4
2,27,578,8,64,39
9,35,454,7,72,33
4,33,397,7,47,51
13,24,684,7,32,19
11,12,524,4,34,26
6,13,397,4,47,26
4,7,458,6,67,13
10,23,99,5,36,26
4,5,657,4,2,42
14,27,656,5,10,18
4,10,481,6,16,13
14,38,98,4,65,32
7,25,474,8,89,21
12,5,777,7,77,29
12,30,10,5,76,20
15,12,298,5,36,26
15,12,573,5,61,26
3,30,585,8,90,39
15,36,349,5,87,32
4,30,693,6,52,9
7,8,855,7,81,29
6,19,66,4,23,26
3,20,384,4,26,44
2,25,483,5,30,38
11,15,363,7,29,27
13,35,54,7,18,33
15,9,594,7,12,27
8,31,277,4,80,20
11,30,430,5,82,20
12,13,309,6,9,4
11,27,194,5,86,20
7,26,856,4,40,22
7,30,407,8,83,21
3,31,304,7,54,39
10,30,398,8,53,21
1,6,738,7,78,47
2,12,756,6,77,14
5,27,718,5,55,22
8,25,862,4,86,22
7,19,528,7,15,27
6,21,645,4,32,26
10,24,561,7,5,21
1,25,48,6,70,10
1,14,704,6,2,14
14,12,772,7,24,29
3,14,562,8,63,45
6,18,424,4,46,26
3,23,105,4,65,44
1,19,75,6,17,13
1,27,412,7,1,39
11,34,842,6,9,8
8,10,806,8,76,29
6,5,423,7,61,27
5,12,763,4,67,28
4,37,68,8,64,51
2,12,780,5,3,46
10,38,813,7,47,35
3,14,611,4,35,44
9,17,452,6,30,4
6,9,765,6,2,5
3,13,690,5,45,42
12,19,793,5,31,28
15,17,3,7,55,27
1,20,291,8,29,45
13,9,777,5,59,28
3,23,317,8,53,45
12,17,845,6,1,5
9,18,889,6,15,5
4,21,225,8,47,45
3,32,316,7,38,39
14,20,353,4,21,26
10,34,453,5,58,32
10,32,479,4,36,20
2,9,161,6,87,13
11,23,121,8,68,27
1,5,878,4,51,46
15,38,372,7,69,33
4,13,805,7,55,47
11,27,420,8,35,21
1,27,277,4,52,38
4,25,252,6,84,10
14,31,895,5,11,22
10,7,317,6,86,4
10,33,845,4,11,34
7,11,758,5,6,28
3,29,584,8,7,39
12,23,766,7,86,29
4,14,381,7,51,45
8,5,698,7,25,25
10,13,550,4,4,26
12,12,636,8,38,27
3,33,277,4,7,50
11,20,453,4,65,26
1,19,438,4,34,44
8,20,407,5,25,26
5,19,146,8,40,27
13,21,605,6,88,4
9,27,236,4,51,20
2,8,22,6,53,13
2,25,403,6,26,10
4,16,330,6,76,13
7,30,9,6,31,1
11,38,345,8,25,33
10,5,461,6,34,4
5,23,551,8,77,27
9,28,351,8,35,21
10,37,322,4,38,32
12,36,32,4,59,32
1,12,5,6,11,13
5,17,210,4,28,26
7,17,409,4,57,26
10,38,747,7,72,35
6,31,521,7,90,21
7,22,350,4,42,26
10,12,93,8,31,27
13,17,152,7,58,27
8,12,657,7,44,25
3,19,307,8,9,45
3,8,652,5,4,42
3,31,603,7,85,39
15,26,383,6,68,1
5,15,588,8,4,27
6,36,333,7,81,33
8,20,82,6,67,4
10,20,108,6,47,4
15,13,138,5,1,26
4,21,823,8,25,47
9,29,4,4,72,20
8,6,662,4,19,24
12,21,140,5,77,26
12,31,850,6,8,2
1,26,738,7,56,41
12,37,265,8,66,33
8,19,488,6,7,4
1,26,270,6,62,10
13,33,74,6,47,7
4,16,577,7,31,45
11,16,664,7,67,25
8,11,3,5,74,26
3,23,519,4,47,44
11,14,507,6,49,4
4,11,483,5,7,44
13,6,634,8,39,27
2,15,447,4,73,44
1,34,146,8,43,51
9,8,254,4,22,26
3,22,121,7,80,45
3,14,481,5,74,44
7,18,791,6,71,5
2,13,264,7,52,45
4,13,641,8,17,45
12,17,203,8,77,27
15,18,779,6,24,5
12,32,894,5,89,22
10,38,730,5,36,34
15,7,228,7,72,27
7,31,898,5,62,22
10,22,412,4,46,26
11,30,250,7,80,21
2,17,506,8,32,45
3,32,706,7,13,41
10,18,377,8,56,27
15,26,40,5,82,20
8,33,174,8,52,33
3,35,840,4,58,52
12,9,895,7,32,29
14,23,684,4,17,24
1,21,877,8,21,47
12,25,393,4,41,20
6,26,619,7,53,21
15,28,377,7,2,21
8,26,761,5,7,22
15,12,723,6,36,5
9,8,853,7,7,29
3,19,381,4,39,44
15,37,385,7,24,33
2,13,248,7,76,45
9,35,452,7,69,33
2,16,193,8,46,45
14,30,403,6,15,1
9,28,334,7,85,21
9,12,66,7,1,27
3,38,408,8,70,51
10,30,460,4,66,20
13,13,716,8,21,29
2,25,621,5,16,38
8,11,475,6,62,4
15,32,620,6,58,1
12,32,202,5,13,20
6,18,388,4,65,26
5,31,207,4,65,20
7,23,9,8,6,27
15,28,448,6,57,1
5,32,334,8,12,21
6,38,761,5,23,34
9,7,887,6,47,5
7,35,520,6,90,7
12,38,479,6,53,7
3,14,13,5,11,44
2,10,455,6,39,13
3,27,762,8,64,41
14,33,125,7,38,33
3,9,838,6,18,14
6,17,884,5,38,28
9,8,191,8,66,27
2,26,542,4,23,38
5,34,422,7,28,33
15,27,873,4,80,22
4,9,524,5,2,44
6,11,14,4,46,26
13,15,759,8,8,29
10,13,148,7,35,27
2,21,622,8,90,45
2,23,728,6,82,14
13,10,469,8,46,27
1,29,374,6,12,10
7,5,736,6,70,5
15,28,358,8,68,21
13,10,291,8,13,27
10,23,730,8,85,29
14,11,491,6,81,4
12,27,45,6,79,1
7,37,766,5,65,34
15,8,204,5,44,26
15,38,705,6,75,8
10,28,841,7,2,23
9,20,153,7,37,27
15,30,354,6,52,1
3,24,301,7,58,39
4,29,391,7,18,39
11,26,640,7,32,21
13,34,617,4,2,32
11,27,11,4,22,20
14,15,265,8,59,27
3,22,898,7,90,47
12,8,120,4,22,26
8,33,714,8,69,35
4,10,376,8,43,45
6,12,419,5,30,26
6,9,269,7,48,27
1,31,583,7,54,39
3,8,758,5,74,46
9,28,311,8,25,21
5,23,8,5,70,26
7,7,515,5,21,26
8,20,185,5,68,26
2,38,756,6,72,17
14,14,428,5,69,26
2,23,139,8,20,45
3,37,606,8,61,51
12,7,462,7,80,27
3,33,423,5,71,50
11,10,786,8,18,29
6,5,315,4,34,26
8,33,223,7,24,33
7,19,497,5,77,26
4,8,855,6,72,14
14,35,885,5,43,34
15,6,869,6,73,5
15,20,73,8,87,27
6,9,635,7,59,27
12,6,233,6,45,4
15,10,779,6,6,5
10,14,296,6,23,4
4,30,164,6,64,10
11,6,856,6,0,5
8,36,673,4,9,30
7,28,792,4,24,22
3,10,601,7,39,45
12,26,272,7,38,21
9,20,544,8,12,27
2,11,250,8,3,45
2,35,481,7,62,51
6,33,786,7,43,35
4,32,49,7,53,39
8,28,713,8,89,23
13,18,600,8,1,27
14,33,495,7,56,33
13,20,675,7,22,25
15,17,59,8,32,27
15,9,357,5,72,26
8,34,361,4,61,32
13,23,548,8,44,27
15,21,577,7,34,27
4,23,880,5,14,46
15,28,781,6,29,2
9,7,541,8,3,27
6,20,603,6,75,4
11,33,221,6,42,7
14,10,680,5,4,24
4,11,815,4,23,46
1,14,845,7,13,47
1,20,822,5,11,46
7,24,403,7,23,21
6,17,610,6,77,4
8,31,77,8,2,21
7,20,543,6,40,4
12,20,525,4,58,26
7,15,101,4,51,26
8,19,38,5,87,26
11,12,702,5,37,28
9,21,49,8,59,27
1,20,195,4,35,44
15,13,622,6,72,4
10,25,806,5,10,22
12,30,586,4,29,20
8,19,890,4,38,28
6,38,516,7,11,33
2,8,59,8,59,45
2,9,517,4,69,44
11,24,486,5,20,20
10,34,842,5,39,34
12,30,722,7,42,23
11,20,146,8,38,27
10,35,432,4,50,32
6,21,448,8,63,27
15,12,828,7,72,29
9,20,377,7,86,27
12,9,543,6,9,4
9,9,583,5,61,26
1,18,380,7,61,45
5,21,821,8,79,29
15,10,561,6,53,4
4,20,259,4,61,44
15,18,519,6,60,4
1,5,364,6,23,13
9,26,644,6,86,1
9,37,113,4,88,32
11,27,265,8,62,21
4,38,398,5,6,50
8,23,158,5,61,26
7,38,477,4,19,32
2,21,664,7,60,43
5,16,859,6,31,5
11,37,839,8,31,35
14,11,565,7,90,27
8,9,321,7,24,27
14,6,643,6,90,4
6,38,551,4,11,32
8,9,34,6,51,4
6,17,276,7,76,27
9,33,116,5,8,32
2,19,517,5,72,44
6,21,738,4,82,28
2,25,552,7,88,39
11,29,797,6,29,2
13,29,15,4,70,20
5,36,149,4,39,32
6,20,49,4,39,26
12,33,65,5,71,32
5,30,870,7,74,23
10,18,821,7,2,29
12,22,41,6,21,4
11,11,265,5,10,26
5,18,155,8,67,27
13,21,725,6,70,5
5,9,395,5,16,26
14,12,764,7,81,29
6,28,893,5,29,22
3,12,397,8,34,45
3,14,220,4,69,44
11,8,321,5,18,26
6,15,475,7,38,27
5,29,427,5,27,20
3,8,556,5,0,44
9,30,773,4,43,22
2,9,210,6,78,13
4,14,555,6,5,13
15,26,684,7,24,19
13,8,318,8,65,27
2,31,205,7,72,39
10,12,253,6,72,4
1,21,49,7,34,45
13,10,440,4,59,26
4,31,564,8,51,39
15,17,244,7,64,27
13,7,744,5,85,28
7,34,126,8,15,33
1,34,585,6,64,16
12,8,889,4,4,28
6,13,12,6,76,4
2,9,757,7,31,47
10,38,99,7,86,33
7,23,670,7,84,25
13,25,367,8,61,21
4,35,651,6,29,15
6,25,582,5,16,20
8,26,897,6,8,2
9,37,172,4,68,32
5,24,164,4,29,20
3,9,169,5,24,44
7,37,585,4,82,32
1,10,210,4,62,44
6,9,727,8,82,29
5,20,670,7,43,25
3,27,300,5,23,38
2,28,260,4,15,38
13,24,444,7,27,21
12,21,683,4,63,24
1,29,292,4,74,38
9,14,603,6,41,4
3,20,754,5,56,46
8,30,106,7,69,21
9,24,760,4,76,22
7,35,310,8,60,33
12,29,124,5,30,20
3,13,712,7,43,47
2,10,317,7,89,45
4,7,416,6,59,13
13,29,453,4,70,20
2,22,138,6,23,13
5,25,251,7,82,21
7,12,653,8,43,25
13,35,86,7,53,33
1,17,369,4,68,44
10,18,499,4,12,26
7,9,880,6,23,5
5,24,314,7,57,21
7,33,170,6,60,7
12,22,541,6,81,4
1,14,576,7,53,45
12,15,364,6,74,4
15,38,288,8,74,33
1,15,431,7,52,45
4,20,881,8,51,47
14,11,335,4,18,26
4,24,579,7,84,39
10,35,727,4,11,34
11,30,537,5,0,20
8,10,248,6,18,4
14,16,364,8,72,27
5,10,408,5,58,26
2,13,689,5,29,42
10,36,22,6,42,7
6,24,426,8,18,21
13,24,361,5,23,20
14,24,108,6,32,1
13,11,690,7,30,25
8,12,883,6,53,5
10,14,843,5,14,28
5,37,868,4,19,34
14,20,881,8,62,29
8,36,882,6,19,8
10,20,681,4,42,24
4,37,758,5,43,52
3,35,277,8,54,51
5,27,640,8,25,21
7,36,724,5,29,34
9,31,742,8,51,23
6,15,520,6,12,4
8,20,548,7,66,27
12,34,311,6,61,7
12,28,552,4,2,20
4,35,534,5,11,50
5,9,278,7,26,27
8,7,549,7,65,27
15,12,33,5,76,26
3,10,640,6,12,13
3,28,598,4,79,38
5,28,449,7,34,21
1,19,274,8,16,45
4,10,315,7,15,45
10,29,479,5,60,20
14,21,44,8,25,27
9,27,834,7,33,23
5,25,103,4,27,20
2,11,759,6,12,14
8,32,99,5,57,20
3,14,517,7,28,45
11,7,812,4,19,28
9,30,692,6,30,0
1,12,617,8,64,45
15,24,395,8,55,21
6,18,333,4,41,26
5,10,748,5,39,28
11,9,656,4,8,24
11,30,119,4,32,20
15,34,715,4,81,34
10,16,845,4,30,28
12,17,668,6,4,3
6,17,604,6,39,4
9,12,313,7,48,27
6,18,651,8,68,25
8,8,681,7,76,25
7,14,730,4,11,28
8,12,591,4,36,26
9,37,266,7,6,33
15,9,193,8,18,27
4,30,101,8,14,39
3,27,403,5,77,38
15,28,221,4,7,20
6,35,187,4,28,32
12,16,317,7,37,27
14,28,735,8,76,23
2,6,516,5,34,44
10,7,512,7,44,27
4,19,182,8,7,45
6,13,237,8,30,27
12,11,79,6,29,4
3,8,358,6,35,13
7,7,781,4,74,28
11,24,832,5,61,22
2,37,557,4,66,50
15,12,688,7,72,25
2,37,1,6,24,16
14,28,874,7,23,23
5,15,398,5,69,26
10,22,72,7,32,27
11,27,10,8,0,21
2,24,358,5,12,38
3,6,684,6,46,12
8,34,367,4,19,32
8,34,759,7,5,35
10,7,235,5,65,26
10,25,169,8,3,21
14,38,118,8,7,33
15,38,780,5,33,34
6,6,345,6,0,4
3,16,739,7,44,47
1,36,266,8,58,51
12,20,227,5,35,26
8,19,143,7,61,27
6,16,179,5,40,26
15,33,544,4,15,32
13,7,291,6,50,4
6,34,829,6,6,8
2,27,660,5,2,36
3,30,94,8,51,39
14,30,874,6,24,2
11,30,189,7,5,21
5,38,587,7,17,33
11,34,202,8,83,33
7,38,580,6,19,7
10,23,650,4,42,24
13,20,205,6,60,4
14,5,673,5,42,24
7,35,691,7,27,31
5,18,426,7,17,27
10,17,121,8,29,27
10,30,390,6,73,1
11,20,517,6,27,4
6,33,681,8,23,31
11,6,627,7,55,27
5,28,756,5,6,22
5,31,493,6,89,1
10,18,307,7,67,27
12,26,470,8,53,21
13,30,823,7,17,23
7,18,448,8,10,27
11,32,215,4,52,20
12,10,46,6,48,4
7,20,220,6,89,4
9,23,859,4,58,28
13,28,597,8,53,21
13,14,548,8,36,27
13,6,83,4,0,26
6,25,107,4,71,20
11,6,801,5,88,28
2,7,235,8,13,45
11,37,254,6,15,7
15,19,194,7,13,27
13,5,350,6,63,4
3,20,163,6,74,13
1,7,173,8,7,45
6,14,299,7,53,27
14,12,105,6,9,4
5,35,897,7,86,35
14,20,83,8,24,27
7,21,312,6,53,4
4,21,54,8,21,45
5,34,50,8,85,33
5,12,294,5,64,26
2,28,669,7,27,37
10,19,657,8,26,25
6,24,888,4,20,22
7,23,133,4,77,26
9,27,562,7,2,21
8,16,891,4,69,28
8,20,86,7,8,27
13,20,849,6,8,5
7,10,765,5,45,28
4,6,41,6,63,13
12,36,692,6,1,6
13,27,216,7,27,21
11,12,640,7,65,27
14,28,131,7,73,21
5,24,159,4,1,20
15,37,151,8,47,33
2,38,795,4,88,52
9,33,425,5,60,32
13,15,229,7,44,27
5,31,220,6,44,1
9,27,131,7,43,21
8,17,714,6,56,5
3,28,406,6,50,10
14,31,218,8,68,21
6,36,42,6,26,7
1,18,787,5,88,46
7,25,670,7,38,19
6,5,781,8,21,29
7,36,295,5,25,32
1,28,27,7,52,39
7,7,477,6,44,4
7,11,154,4,40,26
12,14,793,8,15,29
4,10,105,5,62,44
8,16,462,5,21,26
2,11,104,6,87,13
15,22,696,5,59,24
11,20,194,8,9,27
11,5,209,4,0,26
6,25,565,6,59,1
12,31,529,8,63,21
2,35,383,6,8,16
9,24,549,5,75,20
1,23,478,6,54,13
10,35,781,4,84,34
6,11,430,5,53,26
11,38,597,7,88,33
14,27,616,4,80,20
10,30,707,6,87,2
6,8,604,6,31,4
1,5,189,4,40,44
5,22,250,4,12,26
10,20,194,6,5,4
6,23,694,4,83,24
13,13,229,5,33,26
1,26,267,6,82,10
13,31,71,4,81,20
9,11,872,8,76,29
14,14,178,7,61,27
3,26,159,7,30,39
8,34,246,4,58,32
1,21,316,8,89,45
8,35,711,4,45,34
9,32,209,5,2,20
2,37,313,8,32,51
6,7,715,7,80,29
9,8,609,8,23,27
8,24,762,8,67,23
2,16,66,7,30,45
8,16,70,7,11,27
11,32,703,5,19,22
15,38,689,5,7,30
15,12,792,5,53,28
4,17,587,7,19,45
11,30,238,7,11,21
5,9,334,6,72,4
9,6,167,8,39,27
7,31,557,7,44,21
8,14,304,7,64,27
6,7,512,8,37,27
7,7,241,6,31,4
12,34,774,5,5,34
10,33,246,4,50,32
10,10,650,4,7,24
7,12,772,8,82,29
2,27,795,7,20,41
12,30,798,5,9,22
8,23,2,7,32,27
7,29,522,7,12,21
10,28,876,6,32,2
10,34,141,5,22,32
3,36,212,4,5,50
2,25,280,8,60,39
10,38,446,4,53,32
9,11,740,5,61,28
2,19,381,4,15,44
2,24,725,6,3,11
3,36,194,7,5,51
6,7,779,4,51,28
9,6,795,6,19,5
15,28,285,4,67,20
4,17,173,6,61,13
6,13,759,7,41,29
3,36,779,4,24,52
15,17,414,6,39,4
1,26,167,7,48,39
7,19,416,7,85,27
15,18,787,5,67,28
9,37,381,7,88,33
5,7,141,5,45,26
4,17,403,8,66,45
2,12,163,7,43,45
11,31,666,5,21,18
11,8,532,6,35,4
14,6,211,8,5,27
1,10,395,8,81,45
6,16,280,6,73,4
5,10,270,8,1,27
14,27,518,8,41,21
8,22,297,5,76,26
8,25,426,8,85,21
15,38,489,7,37,33
15,27,764,6,71,2
3,21,3,6,43,13
9,9,108,6,76,4
5,36,351,8,0,33
12,5,203,4,19,26
14,26,360,6,61,1
8,27,776,4,56,22
14,34,24,4,8,32
13,31,298,6,18,1
9,33,373,8,57,33
5,30,146,6,60,1
10,26,773,7,44,23
7,21,463,8,15,27
14,37,265,7,89,33
2,22,88,4,7,44
13,24,369,5,41,20
15,14,155,5,20,26
14,18,817,5,52,28
12,17,625,5,52,26
14,36,179,8,15,33
3,27,377,6,44,10
13,11,433,7,53,27
3,35,848,6,59,17
1,16,551,6,80,13
14,28,111,6,64,1
6,8,618,4,39,26
7,17,535,6,75,4
2,20,398,4,32,44
14,19,149,5,88,26
11,29,140,7,90,21
1,20,222,5,37,44
6,26,115,4,6,20
7,6,601,6,45,4
7,21,63,7,4,27
3,32,833,5,90,40
13,17,689,8,2,25
10,14,457,8,10,27
13,32,533,8,65,21
4,22,663,7,27,43
6,7,539,5,21,26
13,31,317,7,75,21
2,5,291,8,57,45
5,5,382,4,21,26
9,31,633,5,27,20
10,7,723,7,84,29
7,26,769,8,83,23
8,25,752,8,9,23
3,16,396,7,80,45
11,9,232,6,55,4
5,16,319,7,48,27
6,19,268,6,30,4
1,8,180,8,33,45
13,17,826,7,70,29
1,14,715,6,14,14
10,7,573,4,80,26
13,6,889,5,45,28
2,37,382,8,32,51
4,13,856,5,65,46
6,29,866,8,63,23
9,9,814,6,15,5
3,38,795,7,87,53
8,12,535,6,84,4
2,11,249,8,49,45
1,37,538,5,57,50
10,20,335,8,79,27
10,25,889,7,76,23
6,20,829,8,27,29
11,9,601,7,63,27
4,33,557,7,54,51
10,21,642,4,84,26
12,21,867,6,83,5
5,18,735,8,89,29
13,9,644,5,48,26
9,36,798,4,51,34
2,10,557,5,54,44
7,35,581,4,70,32
14,10,290,4,58,26
9,24,490,7,18,21
9,17,255,4,40,26
5,9,813,6,55,5
15,33,275,4,69,32
7,5,385,6,10,4
9,13,415,4,46,26
9,34,242,4,69,32
6,38,90,5,26,32
4,27,114,7,42,39
1,10,490,5,81,44
5,34,15,7,2,33
6,14,618,8,2,27
9,5,214,4,86,26
13,14,111,8,53,27
4,37,536,8,40,51
2,21,292,8,28,45
11,30,78,5,20,20
13,23,590,4,50,26
15,21,25,8,64,27
12,7,653,5,31,24
7,38,129,5,8,32
13,24,820,8,83,23
10,18,782,8,29,29
15,11,511,6,78,4
14,25,556,4,5,20
5,23,307,6,64,4
4,26,93,4,30,38
4,21,856,5,27,46
10,16,855,4,71,28
12,36,245,6,70,7
7,8,8,7,36,27
13,15,809,6,33,5
7,21,225,7,51,27
3,11,185,4,45,44
15,35,699,6,16,6
10,12,831,4,85,28
14,18,700,8,31,25
1,36,690,8,73,49
7,21,709,5,54,28
8,25,718,8,40,23
5,18,320,7,33,27
7,9,58,4,65,26
7,26,434,4,34,20
10,37,556,5,16,32
7,28,527,5,17,20
5,34,437,5,72,32
11,29,548,6,73,1
9,24,429,7,72,21
15,36,251,8,48,33
3,19,184,7,36,45
3,15,595,8,69,45
8,14,121,4,35,26
13,6,574,7,50,27
4,20,230,8,85,45
3,5,831,8,9,47
13,32,167,6,83,1
4,29,163,8,37,39
10,33,212,4,21,32
2,38,200,5,12,50
8,32,384,6,46,1
11,13,71,6,48,4
6,18,97,6,86,4
12,11,817,8,38,29
10,8,679,6,39,3
4,7,336,6,83,13
7,33,441,8,88,33
11,34,423,7,60,33
11,14,833,8,19,29
4,8,210,4,10,44
7,35,814,8,24,35
6,6,73,4,71,26
6,10,471,7,52,27
6,28,176,8,14,21
4,24,389,6,32,10
14,27,872,5,63,22
6,32,451,7,81,21
1,14,161,4,78,44
7,16,849,4,55,28
14,7,420,5,39,26
3,9,133,7,0,45
12,18,862,6,15,5
9,17,729,7,88,29
9,8,669,7,35,25
1,33,851,8,80,53
14,24,248,4,7,20
6,11,133,8,23,27
6,36,479,6,56,7
14,26,727,7,13,23
13,33,332,4,29,32
12,20,33,8,12,27
15,11,288,8,40,27
11,14,802,4,14,28
4,5,339,4,44,44
3,34,103,4,87,50
11,28,263,5,19,20
14,9,200,4,11,26
14,5,206,6,28,4
9,8,551,7,15,27
8,36,234,4,70,32
1,32,656,4,37,36
2,5,84,4,87,44
10,34,492,4,11,32
1,20,21,8,11,45
14,31,406,8,73,21
11,13,689,6,54,3
5,29,483,6,34,1
5,16,834,4,30,28
6,8,458,8,13,27
9,9,514,5,47,26
1,37,607,6,45,16
10,24,91,6,86,1
4,16,405,7,44,45
3,13,627,6,79,13
5,20,472,8,64,27
7,21,660,8,46,25
4,28,800,4,48,40
4,20,470,8,12,45
15,5,356,6,3,4
5,34,112,7,49,33
7,31,757,6,16,2
6,23,553,6,18,4
8,26,590,6,17,1
14,7,553,4,14,26
6,36,477,7,85,33
2,34,559,5,44,50
9,36,465,7,8,33
14,28,895,5,80,22
4,9,268,7,38,45
7,19,225,6,5,4
3,20,512,7,89,45
13,6,223,7,51,27
15,20,243,8,17,27
3,37,700,6,60,15
6,22,771,6,42,5
12,7,480,4,50,26
5,34,817,4,77,34
6,13,438,5,14,26
11,14,287,5,54,26
15,28,379,5,67,20
6,23,443,6,48,4
6,16,894,4,20,28
3,19,8,6,43,13
12,5,700,8,59,25
1,24,31,5,43,38
5,16,195,5,18,26
3,33,102,7,17,51
5,6,722,5,43,28
14,24,825,7,33,23
13,33,34,8,38,33
2,35,764,7,16,53
1,25,686,8,55,37
14,11,780,8,48,29
1,37,305,8,34,51
11,31,861,6,76,2
5,38,868,4,76,34
8,21,115,7,18,27
7,18,633,6,51,4
4,32,381,8,41,39
2,13,550,7,64,45
1,21,855,5,12,46
10,18,183,5,69,26
9,19,191,8,65,27
4,14,637,5,29,44
8,27,486,5,27,20
11,10,468,5,66,26
13,8,137,4,60,26
2,27,833,7,16,41
2,32,377,6,43,10
1,5,68,4,90,44
2,14,652,6,81,12
1,37,394,5,48,50
12,27,839,6,13,2
1,26,797,6,75,11
4,5,318,6,35,13
3,16,460,7,67,45
7,20,288,8,8,27
15,6,856,4,77,28
10,33,206,6,32,7
15,20,64,7,30,27
2,34,318,8,18,51
14,23,876,8,5,29
7,15,870,7,62,29
14,17,472,8,61,27
8,5,841,4,63,28
6,7,654,8,87,25
13,27,71,6,34,1
15,20,623,7,67,27
5,21,79,7,60,27
9,36,427,6,23,7
7,34,871,7,40,35
4,25,662,7,14,37
11,37,822,8,74,35
4,34,237,8,69,51
3,20,147,5,51,44
11,31,1,7,89,21
1,37,676,6,84,15
12,34,608,8,85,33
2,20,670,4,59,42
11,21,248,5,6,26
10,10,885,6,64,5
4,10,466,7,43,45
2,18,144,8,50,45
12,7,44,8,37,27
10,16,153,8,55,27
13,6,547,6,81,4
9,12,495,6,38,4
2,23,62,5,22,44
4,19,885,7,35,47
11,15,773,7,22,29
8,22,613,7,39,27
14,18,826,7,5,29
6,35,863,6,18,8
8,11,477,5,16,26
10,10,609,8,17,27
1,27,822,5,69,40
1,21,664,6,86,12
6,6,348,7,49,27
7,26,430,8,67,21
13,34,323,4,34,32
4,28,474,8,53,39
14,20,523,5,22,26
2,36,29,8,5,51
5,18,171,5,48,26
3,37,190,8,34,51
4,8,359,4,34,44
1,22,745,5,13,46
14,10,549,6,26,4
2,16,355,5,59,44
9,31,344,6,90,1
7,33,779,5,70,34
5,6,887,4,25,28
3,20,410,4,72,44
11,13,121,8,4,27
13,14,764,7,48,29
5,18,713,6,38,5
1,18,748,8,78,47
10,25,324,5,79,20
15,17,827,4,70,28
5,29,98,6,65,1
12,35,37,5,27,32
8,27,642,8,52,21
4,5,239,4,17,44
15,13,623,4,61,26
5,27,69,4,8,20
15,8,453,5,74,26
8,15,630,7,62,27
9,16,450,6,42,4
11,22,479,5,69,26
9,9,425,7,67,27
12,19,265,4,30,26
13,32,22,6,75,1
12,32,828,6,45,2
15,15,224,8,13,27
1,31,877,8,68,41
5,27,599,6,45,1
11,5,550,8,24,27
1,12,713,7,80,47
12,17,258,8,38,27
15,36,652,8,15,31
13,28,800,7,12,23
11,7,297,6,60,4
10,13,278,8,29,27
15,11,431,8,14,27
5,33,24,6,36,7
7,6,379,4,33,26
1,20,85,5,85,44
4,35,570,6,32,16
1,6,63,5,22,44
11,29,496,8,75,21
8,17,165,4,0,26
8,28,505,5,31,20
8,35,511,4,26,32
14,24,364,8,81,21
9,7,167,5,1,26
2,34,71,8,66,51
8,10,821,7,16,29
1,24,409,4,37,38
15,8,158,4,6,26
5,30,851,8,48,23
12,38,426,8,78,33
7,38,626,8,47,33
1,26,103,6,36,10
2,27,246,6,23,10
2,23,104,8,80,45
11,13,334,8,36,27
14,23,478,8,26,27
9,30,712,5,66,22
14,12,381,4,18,26
9,11,689,6,85,3
8,24,645,4,70,20
13,8,883,8,24,29
6,17,796,4,85,28
15,20,303,5,14,26
11,17,701,6,26,5
1,22,688,7,58,43
9,26,239,8,80,21
1,23,261,4,82,44
7,21,68,6,6,4
7,19,573,4,2,26
4,20,848,4,28,46
9,12,731,4,32,28
7,14,90,6,44,4
4,7,346,5,25,44
7,26,185,6,22,1
3,33,150,6,48,16
15,38,484,7,44,33
9,34,557,7,1,33
10,38,753,8,36,35
12,34,601,5,59,32
12,25,42,7,59,21
10,26,298,7,68,21
15,26,492,6,30,1
3,10,275,5,17,44
5,14,724,7,74,29
12,12,342,7,41,27
8,34,754,8,58,35
2,31,863,7,83,41
10,21,428,4,66,26
3,35,488,5,13,50
8,20,130,7,41,27
10,8,585,8,72,27
4,30,73,5,3,38
6,13,790,8,24,29
14,36,838,8,89,35
14,19,881,4,77,28
7,34,628,4,58,32
14,20,19,4,42,26
3,16,4,4,63,44
11,30,701,5,41,22
10,16,716,4,31,28
12,14,474,7,40,27
1,11,714,8,5,47
3,21,302,6,31,13
13,23,333,4,50,26
7,36,119,4,42,32
15,32,681,4,66,18
7,30,367,8,3,21
9,6,839,6,63,5
1,34,330,4,81,50
5,16,175,4,26,26
4,21,11,7,57,45
8,6,172,8,87,27
14,19,502,8,88,27
8,12,858,6,16,5
12,35,870,7,27,35
7,35,556,8,67,33
2,12,192,4,33,44
2,10,794,8,2,47
11,38,284,4,25,32
8,15,540,5,66,26
13,16,336,8,37,27
8,26,200,5,69,20
4,15,174,5,9,44
2,14,895,8,22,47
3,14,336,7,68,45
5,34,743,7,85,35
6,22,856,7,25,29
5,36,499,8,17,33
5,30,394,4,80,20
5,35,295,6,41,7
15,30,681,8,44,19
14,29,96,8,31,21
11,12,336,5,49,26
